survived,pclass,age,sibsp,parch,adult_male,alone,fare_log,embarked_Q,embarked_S,sex_male
0,3,22.0,0,0,1,1,2.1102132003465894,0.0,1.0,1.0
0,2,30.0,0,0,1,1,2.6390573296152584,0.0,1.0,1.0
0,3,28.0,1,0,1,0,2.169053700369523,1.0,0.0,1.0
1,1,31.0,1,0,0,0,4.738607824217808,0.0,0.0,0.0
1,3,27.0,0,0,0,1,2.188856327665703,0.0,1.0,0.0
0,2,42.0,1,0,1,0,3.332204510175204,0.0,1.0,1.0
1,1,32.0,0,0,0,1,4.347586575960343,0.0,0.0,0.0
0,2,30.0,0,0,1,1,2.4423470353692043,0.0,1.0,1.0
1,3,16.0,0,0,1,1,2.2027647577118348,0.0,1.0,1.0
0,2,27.0,0,0,1,1,2.6390573296152584,0.0,1.0,1.0
0,3,51.0,0,0,1,1,2.2027647577118348,0.0,1.0,1.0
0,3,28.0,0,0,1,1,2.1855792552411137,0.0,1.0,1.0
1,1,38.0,1,0,1,0,4.51085950651685,0.0,1.0,1.0
0,3,22.0,0,0,1,1,2.336986519711378,0.0,1.0,1.0
1,2,19.0,0,0,1,1,2.4423470353692043,0.0,1.0,1.0
0,3,20.5,0,0,1,1,2.1102132003465894,0.0,1.0,1.0
0,2,18.0,0,0,1,1,2.6390573296152584,0.0,1.0,1.0
0,3,28.0,3,1,0,0,3.275887339030031,0.0,1.0,0.0
1,1,35.0,1,0,0,0,4.436455632600354,0.0,1.0,0.0
0,3,29.0,0,0,1,1,2.1719067693519296,0.0,1.0,1.0
0,2,59.0,0,0,1,1,2.6741486494265287,0.0,1.0,1.0
1,3,5.0,4,2,0,0,3.4777725458882283,0.0,1.0,0.0
0,2,24.0,0,0,1,1,2.4423470353692043,0.0,1.0,1.0
0,3,28.0,0,0,0,1,2.145931282948669,0.0,1.0,0.0
0,2,44.0,1,0,1,0,3.295836866004329,0.0,1.0,1.0
1,2,8.0,0,2,0,0,3.305053521109253,0.0,1.0,0.0
0,2,19.0,0,0,1,1,2.4423470353692043,0.0,1.0,1.0
0,2,33.0,0,0,1,1,2.5858825671280026,0.0,1.0,1.0
0,3,28.0,1,0,0,0,2.737880811060884,0.0,0.0,0.0
1,3,28.0,1,0,0,0,2.803360380906535,1.0,0.0,0.0
0,2,29.0,0,0,1,1,2.4423470353692043,0.0,1.0,1.0
0,3,22.0,0,0,1,1,2.094945728215801,0.0,1.0,1.0
0,3,30.0,0,0,1,1,2.1071782966514356,0.0,0.0,1.0
0,1,44.0,2,0,1,0,4.51085950651685,1.0,0.0,1.0
0,3,25.0,0,0,0,1,2.1719067693519296,0.0,1.0,0.0
1,2,24.0,0,2,0,0,2.740840023925201,0.0,1.0,0.0
1,1,37.0,1,1,1,0,3.9806942251907276,0.0,1.0,1.0
0,2,54.0,1,0,1,0,3.295836866004329,0.0,1.0,1.0
0,3,28.0,0,0,1,1,2.1102132003465894,0.0,1.0,1.0
0,3,29.0,1,1,0,0,2.4390808375825834,0.0,1.0,0.0
0,1,62.0,0,0,1,1,3.3160025355989236,0.0,1.0,1.0
0,3,30.0,1,0,1,0,2.8390784635086144,0.0,1.0,1.0
0,3,41.0,0,2,0,0,3.0545906305603445,0.0,1.0,0.0
1,3,29.0,0,2,0,0,2.7878344138303452,0.0,0.0,0.0
1,1,28.0,0,0,0,1,4.384523514872469,0.0,0.0,0.0
1,1,30.0,0,0,0,1,4.471638793363569,0.0,1.0,0.0
1,1,35.0,0,0,0,1,6.240917354759096,0.0,0.0,0.0
1,2,50.0,0,1,0,0,3.295836866004329,0.0,1.0,0.0
0,3,28.0,0,0,1,1,2.169053700369523,1.0,0.0,1.0
1,3,3.0,4,2,0,0,3.4777725458882283,0.0,1.0,1.0
0,1,52.0,1,1,1,0,4.390118804571218,0.0,1.0,1.0
0,1,40.0,0,0,1,1,0.0,0.0,1.0,1.0
0,3,28.0,0,0,0,1,2.169053700369523,1.0,0.0,0.0
0,2,36.0,0,0,1,1,2.4423470353692043,0.0,1.0,1.0
0,3,16.0,4,1,1,0,3.705920919968788,0.0,1.0,1.0
1,3,25.0,1,0,1,0,2.1719067693519296,0.0,1.0,1.0
1,1,58.0,0,1,0,0,5.039951348430309,0.0,1.0,0.0
1,1,35.0,0,0,0,1,4.91730069488021,0.0,1.0,0.0
0,1,28.0,0,0,1,1,3.4657359027997265,0.0,1.0,1.0
1,3,25.0,0,0,1,1,0.0,0.0,1.0,1.0
1,2,41.0,0,1,0,0,3.0204248861443626,0.0,1.0,0.0
0,1,37.0,0,1,1,0,3.4242626545931514,0.0,0.0,1.0
1,3,28.0,0,0,0,1,2.169053700369523,1.0,0.0,0.0
1,1,63.0,1,0,0,0,4.368919865004903,0.0,1.0,0.0
0,3,45.0,0,0,0,1,2.169053700369523,0.0,1.0,0.0
0,2,28.0,0,0,1,1,0.0,0.0,1.0,1.0
0,3,7.0,4,1,0,0,3.405355391810819,1.0,0.0,1.0
1,3,35.0,1,1,0,0,3.056356895370426,0.0,1.0,0.0
0,3,65.0,0,0,1,1,2.169053700369523,1.0,0.0,1.0
0,3,28.0,0,0,1,1,2.180891922715322,0.0,1.0,1.0
0,3,16.0,0,0,1,1,2.3513752571634776,0.0,1.0,1.0
1,3,19.0,0,0,1,1,2.2027647577118348,0.0,1.0,1.0
0,1,28.0,0,0,1,1,3.295836866004329,0.0,1.0,1.0
0,3,33.0,0,0,1,1,2.2682524139135403,0.0,0.0,1.0
1,3,30.0,0,0,1,1,2.3513752571634776,0.0,1.0,1.0
0,3,22.0,0,0,1,1,2.1855792552411137,0.0,1.0,1.0
1,2,42.0,0,0,1,1,2.6390573296152584,0.0,1.0,1.0
1,3,22.0,0,0,0,1,2.169053700369523,1.0,0.0,0.0
1,1,26.0,0,0,0,1,4.380149874661021,0.0,1.0,0.0
1,1,19.0,1,0,0,0,4.5226490762785785,0.0,0.0,0.0
0,2,36.0,0,0,1,1,2.630088659632498,0.0,0.0,1.0
0,3,24.0,0,0,0,1,2.2874714551839976,0.0,1.0,0.0
0,3,24.0,0,0,1,1,2.1855792552411137,0.0,1.0,1.0
0,1,28.0,0,0,1,1,3.357621598945279,0.0,0.0,1.0
0,3,23.5,0,0,1,1,2.1076888046179385,0.0,0.0,1.0
0,1,2.0,1,2,0,0,5.027492411162679,0.0,1.0,0.0
1,1,28.0,0,0,1,1,3.449987545831587,0.0,1.0,1.0
1,1,50.0,0,1,0,0,5.515526544247129,0.0,0.0,0.0
1,3,28.0,0,0,0,1,2.169053700369523,1.0,0.0,0.0
1,3,28.0,2,0,1,0,3.188416617383492,1.0,0.0,1.0
0,3,19.0,0,0,1,1,0.0,0.0,1.0,1.0
1,2,28.0,0,0,0,1,2.5915163848462583,1.0,0.0,0.0
0,3,28.0,0,0,1,1,2.2027647577118348,0.0,1.0,1.0
1,1,0.92,1,2,0,0,5.027492411162679,0.0,1.0,1.0
1,1,28.0,0,0,0,1,4.717456363787216,0.0,0.0,0.0
1,1,17.0,1,0,0,0,4.699570861409576,0.0,0.0,0.0
0,2,30.0,1,0,1,0,3.2188758248682006,0.0,0.0,1.0
1,1,30.0,0,0,0,1,4.0592215752427645,0.0,0.0,0.0
1,1,24.0,0,0,0,1,4.432699549165613,0.0,0.0,0.0
1,1,18.0,2,2,0,0,5.5735788721243535,0.0,0.0,0.0
0,2,26.0,1,1,0,0,3.295836866004329,0.0,1.0,0.0
0,3,28.0,0,0,1,1,2.1855792552411137,0.0,1.0,1.0
0,2,43.0,1,1,1,0,3.305053521109253,0.0,1.0,1.0
1,3,26.0,0,0,0,1,2.180891922715322,0.0,1.0,0.0
1,2,24.0,1,0,0,0,3.295836866004329,0.0,1.0,0.0
0,2,54.0,0,0,1,1,2.70805020110221,0.0,1.0,1.0
1,1,31.0,0,2,0,0,5.11118445372147,0.0,1.0,0.0
1,1,40.0,1,1,0,0,4.908971640319756,0.0,0.0,0.0
0,3,22.0,0,0,1,1,2.1102132003465894,0.0,1.0,1.0
0,3,27.0,0,0,1,1,2.1855792552411137,0.0,1.0,1.0
1,2,30.0,0,0,0,1,2.5915163848462583,1.0,0.0,0.0
1,2,22.0,1,1,0,0,3.4011973816621555,0.0,1.0,0.0
0,3,28.0,8,2,1,0,4.256321678298823,0.0,1.0,1.0
1,1,36.0,0,0,0,1,4.91730069488021,0.0,0.0,0.0
0,3,61.0,0,0,1,1,1.9792758428991135,0.0,1.0,1.0
1,2,36.0,0,0,0,1,2.6390573296152584,0.0,1.0,0.0
1,3,31.0,1,1,0,0,3.0692150503137943,0.0,1.0,0.0
1,1,16.0,0,1,0,0,4.077184839375167,0.0,0.0,0.0
1,3,28.0,2,0,0,0,3.188416617383492,1.0,0.0,0.0
0,1,45.5,0,0,1,1,3.3843902633457743,0.0,1.0,1.0
0,1,38.0,0,1,1,0,5.039951348430309,0.0,1.0,1.0
0,3,16.0,2,0,1,0,2.9444389791664403,0.0,1.0,1.0
1,1,28.0,1,0,0,0,4.902678819257608,0.0,1.0,0.0
0,3,28.0,0,0,1,1,2.1855792552411137,0.0,1.0,1.0
0,1,29.0,1,0,1,0,4.213607983048918,0.0,1.0,1.0
1,1,41.0,0,0,0,1,4.908971640319756,0.0,0.0,0.0
1,3,45.0,0,0,1,1,2.2027647577118348,0.0,1.0,1.0
0,1,45.0,0,0,1,1,3.597312260588446,0.0,1.0,1.0
1,2,2.0,1,1,0,0,3.295836866004329,0.0,1.0,1.0
1,1,24.0,3,2,0,0,5.575949103146316,0.0,1.0,0.0
0,2,28.0,0,0,1,1,2.6390573296152584,0.0,1.0,1.0
0,2,25.0,0,0,1,1,2.6390573296152584,0.0,1.0,1.0
0,2,36.0,0,0,1,1,2.6390573296152584,0.0,1.0,1.0
1,2,24.0,0,0,0,1,2.6390573296152584,0.0,1.0,0.0
1,2,40.0,0,0,0,1,2.6390573296152584,0.0,1.0,0.0
1,3,28.0,1,0,0,0,2.8390784635086144,0.0,1.0,0.0
1,3,3.0,1,1,0,0,2.8273136219290276,0.0,1.0,1.0
0,3,42.0,0,0,1,1,2.2682524139135403,0.0,1.0,1.0
0,3,23.0,0,0,1,1,2.3248357019288655,0.0,1.0,1.0
0,1,28.0,0,0,1,1,3.58351893845611,0.0,1.0,1.0
0,3,15.0,1,1,0,0,2.1076888046179385,0.0,0.0,1.0
0,3,25.0,1,0,1,0,2.9338568698359038,0.0,1.0,1.0
0,3,28.0,0,0,1,1,2.1071782966514356,0.0,0.0,1.0
0,3,28.0,0,0,1,1,2.3513752571634776,0.0,1.0,1.0
1,1,22.0,0,1,0,0,4.02535169073515,0.0,1.0,0.0
0,2,38.0,0,0,0,1,2.6390573296152584,0.0,1.0,0.0
1,3,28.0,0,0,0,1,2.1837114628556327,1.0,0.0,0.0
1,3,28.0,0,0,0,1,2.1837114628556327,1.0,0.0,0.0
0,3,40.0,1,4,1,0,3.3638415951183864,0.0,1.0,1.0
0,2,29.0,1,0,1,0,3.357621598945279,0.0,0.0,1.0
0,3,45.0,0,1,0,0,2.737880811060884,0.0,0.0,0.0
0,3,35.0,0,0,1,1,2.0856720914304723,0.0,1.0,1.0
0,3,28.0,1,0,1,0,2.803360380906535,1.0,0.0,1.0
0,3,30.0,0,0,1,1,2.1102132003465894,0.0,1.0,1.0
1,1,60.0,1,0,0,0,4.334017415487521,0.0,0.0,0.0
1,3,28.0,0,0,0,1,2.1076888046179385,0.0,0.0,0.0
1,3,28.0,0,0,0,1,2.169053700369523,1.0,0.0,0.0
1,1,24.0,0,0,0,1,4.252771798816619,0.0,0.0,0.0
1,1,25.0,1,0,1,0,4.0332082470129285,0.0,0.0,1.0
0,3,18.0,1,0,1,0,2.0143428636837015,0.0,1.0,1.0
0,3,19.0,0,0,1,1,2.2027647577118348,0.0,1.0,1.0
0,1,22.0,0,0,1,1,4.91730069488021,0.0,0.0,1.0
0,3,3.0,3,1,0,0,3.0944457464900235,0.0,1.0,0.0
1,1,28.0,1,0,0,0,4.420896324687287,0.0,0.0,0.0
1,3,22.0,0,0,0,1,2.1102132003465894,0.0,1.0,0.0
0,1,27.0,0,2,1,0,5.358941988364472,0.0,0.0,1.0
0,3,20.0,0,0,1,1,1.6119347926326877,0.0,0.0,1.0
0,3,19.0,0,0,1,1,2.1719067693519296,0.0,1.0,1.0
1,1,42.0,0,0,0,1,5.4316456135398825,0.0,0.0,0.0
1,3,1.0,0,2,0,0,2.817902613071225,0.0,0.0,0.0
